IDCliente,Dependentes,MesesComoCliente,TipoContrato,FormaPagamento,TotalGasto
1421-HCERK,Nao,30,Mensal,DebitoAutomatico,3181.8
5918-VUKWP,Nao,32,Anual,DebitoAutomatico,654.55
3318-NMQXL,Nao,3,Mensal,BoletoEletronico,266.8
6921-OZMFH,Sim,5,Mensal,BoletoImpresso,259.4
9415-ZNBSX,Sim,70,2 anos,DebitoAutomatico,6293.2
5542-TBBWB,Nao,1,Mensal,BoletoEletronico,69.9
7401-JIXNM,Sim,54,2 anos,CartaoCredito,4965
1452-UZOSF,Sim,72,2 anos,CartaoCredito,7548.6
0531-XBKMM,Sim,66,2 anos,DebitoAutomatico,4378.9
5154-VEKBL,Nao,9,Mensal,BoletoImpresso,539.85
2516-XSJKX,Sim,41,2 anos,BoletoEletronico,3126.45
4782-OSFXZ,Nao,71,2 anos,DebitoAutomatico,5831.2
9351-HXDMR,Nao,72,2 anos,CartaoCredito,8240.85
8309-PPCED,Nao,72,2 anos,DebitoAutomatico,7982.5
8802-UNOJF,Nao,12,Mensal,BoletoImpresso,1029.75
7753-USQYQ,Nao,55,Anual,BoletoEletronico,3627.3
4822-LPTYJ,Nao,72,2 anos,DebitoAutomatico,7346.2
3761-FLYZI,Nao,65,Mensal,DebitoAutomatico,7082.45
4636-QRJKY,Sim,6,Mensal,BoletoEletronico,502.85
3376-BMGFE,Nao,4,Mensal,DebitoAutomatico,273
5445-PZWGX,Nao,62,Anual,BoletoEletronico,6529.25
6857-TKDJV,Sim,67,2 anos,DebitoAutomatico,1620.45
1567-DSCIC,Nao,8,Mensal,BoletoEletronico,773.65
8544-JNBOX,Nao,72,2 anos,BoletoImpresso,1521.2
5386-THSLQ,Nao,66,Anual,DebitoAutomatico,3027.25
6331-LWDTQ,Nao,10,Mensal,CartaoCredito,794.25
9360-AHGNL,Nao,43,Anual,BoletoImpresso,4830.25
2150-UWTFY,Sim,22,Mensal,BoletoImpresso,1422.05
1508-DFXCU,Nao,12,Mensal,BoletoEletronico,912
6143-JQKEA,Nao,10,Mensal,CartaoCredito,436.2
7801-CEDNV,Nao,27,Anual,CartaoCredito,1421.75
2717-HVIZY,Sim,8,Mensal,BoletoImpresso,163.6
0064-SUDOG,Sim,12,2 anos,DebitoAutomatico,224.5
6164-HAQTX,Nao,71,2 anos,DebitoAutomatico,3888.65
1228-FZFRV,Sim,50,Mensal,CartaoCredito,5341.8
1679-JRFBR,Sim,70,Anual,CartaoCredito,7930.55
1919-RTPQD,Sim,7,Mensal,BoletoEletronico,333.65
7641-EUYET,Sim,46,Mensal,BoletoEletronico,4541.2
2720-FVBQP,Sim,6,Mensal,CartaoCredito,273.25
8035-PWSEV,Nao,6,Mensal,BoletoEletronico,487.05
3547-LQRIK,Nao,47,Anual,BoletoEletronico,1250.85
0376-OIWME,Nao,36,Mensal,BoletoEletronico,3366.05
0325-XBFAC,Nao,8,Mensal,BoletoEletronico,740.3
2292-XQWSV,Sim,40,Anual,BoletoImpresso,2448.5
2252-JHJGE,Nao,61,Anual,BoletoEletronico,6363.45
6176-YJWAS,Nao,72,2 anos,CartaoCredito,7114.25
6383-ZTSIW,Nao,39,Anual,BoletoImpresso,3877.95
4365-MSDYN,Nao,8,Mensal,DebitoAutomatico,161.15
1455-ESIQH,Nao,1,Mensal,BoletoEletronico,89.1
4664-NJCMS,Nao,33,2 anos,DebitoAutomatico,2016.3
4911-BANWH,Sim,31,Mensal,CartaoCredito,2697.4
7394-FKDNK,Nao,9,Mensal,BoletoEletronico,853.1
8285-ABVLB,Nao,70,2 anos,CartaoCredito,1328.35
4644-OBGFZ,Sim,55,Anual,BoletoImpresso,1026.35
8410-BGQXN,Nao,4,Mensal,BoletoImpresso,93.4
4091-TVOCN,Sim,48,Anual,CartaoCredito,3682.45
7157-SMCFK,Sim,61,2 anos,BoletoImpresso,1124.2
9799-CAYJJ,Nao,2,Mensal,BoletoEletronico,153.8
3683-QKIUE,Nao,6,Mensal,DebitoAutomatico,288.05
3538-WZPHD,Nao,3,Mensal,BoletoEletronico,79.45
8205-OTCHB,Nao,22,Anual,DebitoAutomatico,903.6
7674-YTAFD,Nao,33,Anual,DebitoAutomatico,2684.85
1571-SAVHK,Nao,12,Mensal,BoletoImpresso,1132.75
1779-PWPMG,Nao,72,2 anos,DebitoAutomatico,8333.95
3969-JQABI,Nao,58,Mensal,CartaoCredito,3791.6
3313-QKNKB,Nao,59,Anual,BoletoEletronico,5084.65
9086-YJYXS,Sim,34,Anual,DebitoAutomatico,2753.8
1248-DYXUB,Sim,52,2 anos,BoletoImpresso,1229.1
0621-TWIEM,Nao,10,Mensal,BoletoEletronico,402.6
8679-JOEVF,Nao,16,Mensal,BoletoEletronico,1023.9
3424-NMNBO,Nao,58,Anual,BoletoEletronico,6287.25
7209-JCUDS,Nao,10,Mensal,BoletoEletronico,1048.85
7952-OBOYL,Nao,3,Mensal,BoletoImpresso,244.45
7876-DNYAP,Sim,69,2 anos,CartaoCredito,1436.95
6549-NNDYT,Nao,13,Mensal,DebitoAutomatico,394.1
5419-KLXBN,Sim,25,Mensal,DebitoAutomatico,2257.75
5028-HTLJB,Nao,1,Mensal,BoletoImpresso,20.05
1541-ETJZO,Nao,1,Mensal,BoletoImpresso,62.05
6999-CHVCF,Nao,68,2 anos,DebitoAutomatico,7149.35
5167-ZFFMM,Nao,1,Mensal,CartaoCredito,90.85
6326-MTTXK,Nao,8,Mensal,BoletoEletronico,819.55
4195-NZGTA,Nao,1,Mensal,BoletoEletronico,25.25
5619-PTMIK,Nao,46,Mensal,BoletoEletronico,2459.8
3932-IJWDZ,Nao,45,Mensal,DebitoAutomatico,4747.85
7089-IVVAZ,Nao,8,Mensal,DebitoAutomatico,847.3
3387-VATUS,Nao,5,Mensal,DebitoAutomatico,462.8
5482-VXSXJ,Nao,22,Mensal,BoletoImpresso,2157.3
2386-OWURY,Nao,58,Mensal,BoletoEletronico,5817.7
2625-TRCZQ,Nao,51,Mensal,BoletoEletronico,2553.35
9039-RBEEE,Nao,39,Mensal,CartaoCredito,1880.85
6765-MBQNU,Nao,26,Anual,BoletoImpresso,684.05
0843-WTBXE,Nao,53,Mensal,DebitoAutomatico,4517.25
1448-PWKYE,Sim,1,Mensal,BoletoEletronico,80
6317-YPKDH,Nao,1,Mensal,DebitoAutomatico,29.95
2027-CWDNU,Sim,18,Mensal,BoletoEletronico,1601.5
2068-WWXQZ,Nao,46,2 anos,DebitoAutomatico,902
6110-OHIHY,Nao,3,Mensal,BoletoEletronico,267.6
3945-GFWQL,Sim,12,Mensal,BoletoEletronico,480.6
8645-KWHJO,Nao,14,Mensal,BoletoEletronico,771.95
2815-CPTUL,Nao,5,Mensal,BoletoImpresso,331.9
0516-OOHAR,Sim,28,Anual,DebitoAutomatico,2799
0397-GZBBC,Nao,59,Mensal,DebitoAutomatico,5574.75
3580-REOAC,Nao,10,Mensal,CartaoCredito,435.4
8200-KLNYW,Nao,21,Anual,BoletoImpresso,1714.95
3317-HRTNN,Nao,5,Mensal,BoletoEletronico,198
9108-EQPNQ,Sim,10,2 anos,CartaoCredito,225.55
3420-ZDBMA,Nao,5,Mensal,BoletoImpresso,371.6
0727-IWKVK,Nao,9,Mensal,BoletoEletronico,741.7
8168-UQWWF,Nao,11,Mensal,DebitoAutomatico,1105.4
8313-AFGBW,Nao,47,2 anos,BoletoEletronico,3522.65
6351-SCJKT,Nao,3,Mensal,BoletoImpresso,107.25
0231-LXVAP,Nao,1,Mensal,BoletoEletronico,75.9
8328-SKJNO,Sim,23,Anual,DebitoAutomatico,947.4
4385-GZQXV,Nao,16,Mensal,BoletoEletronico,1511.2
9513-DXHDA,Nao,27,Anual,BoletoEletronico,2212.55
7225-IILWY,Sim,68,2 anos,BoletoImpresso,1686.15
2969-QWUBZ,Nao,2,Mensal,BoletoEletronico,96.8
2739-CCZMB,Sim,5,Mensal,CartaoCredito,122
9943-VSZUV,Nao,67,Mensal,BoletoImpresso,5060.85
4549-ZDQYY,Nao,52,Anual,CartaoCredito,3042.25
9885-AIBVB,Nao,29,Mensal,BoletoEletronico,2440.25
2262-SLNVK,Nao,1,Mensal,BoletoEletronico,70.1
9408-SSNVZ,Nao,4,Mensal,BoletoEletronico,268.35
0383-CLDDA,Nao,69,2 anos,CartaoCredito,5897.4
6537-QLGEX,Nao,16,Mensal,BoletoEletronico,664.4
2371-JQHZZ,Nao,24,Mensal,BoletoEletronico,2248.05
9919-YLNNG,Nao,42,Mensal,DebitoAutomatico,4327.5
5073-WXOYN,Nao,60,Mensal,BoletoEletronico,3027.4
2754-VDLTR,Sim,10,Mensal,BoletoEletronico,930.4
5778-BVOFB,Nao,9,Mensal,DebitoAutomatico,530.05
6614-VBEGU,Nao,24,Mensal,DebitoAutomatico,1614.05
7542-CYDDM,Nao,18,Mensal,BoletoImpresso,358.5
1352-HNSAW,Sim,72,2 anos,DebitoAutomatico,8220.4
0744-GKNGE,Sim,64,Mensal,DebitoAutomatico,5327.25
9101-NTIXF,Nao,2,Mensal,BoletoImpresso,50.6
6258-PVZWJ,Nao,68,2 anos,CartaoCredito,6302.85
7181-BQYBV,Sim,1,Mensal,BoletoEletronico,102.45
1074-WVEVG,Nao,59,Anual,BoletoImpresso,1267
1357-BIJKI,Nao,50,Anual,BoletoEletronico,4858.7
7602-MVRMB,Sim,72,2 anos,DebitoAutomatico,8058.85
2972-YDYUW,Nao,57,Anual,BoletoEletronico,5468.95
1763-KUAAW,Nao,18,Anual,DebitoAutomatico,369.6
8894-JVDCV,Nao,62,Anual,CartaoCredito,7133.45
5474-LAMUQ,Nao,24,Anual,BoletoImpresso,533.9
0117-LFRMW,Sim,37,Mensal,DebitoAutomatico,1448.8
4439-JMPMT,Sim,5,Mensal,BoletoEletronico,470.95
9576-ANLXO,Nao,3,Mensal,DebitoAutomatico,222.3
3014-WJKSM,Nao,29,Mensal,CartaoCredito,2263.4
4926-UMJZD,Nao,31,Mensal,BoletoImpresso,1498.55
6527-PZFPV,Sim,24,Anual,CartaoCredito,469.65
7401-RUBNK,Nao,18,Mensal,BoletoEletronico,1438.05
4558-FANTW,Sim,17,Mensal,BoletoEletronico,1574.45
8990-YOZLV,Nao,69,2 anos,BoletoImpresso,4577.9
7560-QRBXH,Sim,48,Anual,BoletoImpresso,936.7
0040-HALCW,Sim,54,2 anos,CartaoCredito,1090.6
2971-SGAFL,Nao,13,Mensal,BoletoEletronico,995.35
1845-CSBRZ,Sim,22,Mensal,DebitoAutomatico,1961.6
4819-HJPIW,Nao,18,Mensal,BoletoImpresso,476.8
0577-WHMEV,Nao,16,Mensal,BoletoEletronico,1374.9
7563-BIUPC,Nao,5,Mensal,BoletoEletronico,415.55
9504-YAZWB,Nao,53,2 anos,BoletoImpresso,1048.45
6896-SRVYQ,Nao,44,Mensal,BoletoEletronico,3122.4
8761-NSOBC,Nao,44,Mensal,BoletoEletronico,4398.15
4701-LKOZD,Nao,70,2 anos,CartaoCredito,6367.2
4587-VVTOX,Nao,6,Mensal,BoletoEletronico,545.2
0983-TATYJ,Nao,33,Anual,BoletoImpresso,1758.9
8084-OIVBS,Nao,11,Anual,BoletoImpresso,211.95
0402-OAMEN,Sim,72,2 anos,DebitoAutomatico,1709.1
7363-QTBIW,Nao,9,Mensal,BoletoEletronico,769.1
0230-UBYPQ,Nao,63,Anual,DebitoAutomatico,2298.9
5808-TOTXO,Sim,3,Anual,CartaoCredito,57.4
3186-AJIEK,Nao,66,2 anos,DebitoAutomatico,6844.5
8404-VIOMB,Nao,66,2 anos,DebitoAutomatico,4136.4
8040-MNRTF,Nao,1,Mensal,BoletoImpresso,71.1
8294-UIMBA,Nao,30,Anual,DebitoAutomatico,2638.1
9506-UXUSK,Nao,13,Mensal,BoletoEletronico,931.75
9488-FVZCC,Sim,72,2 anos,DebitoAutomatico,5661.7
9415-TPKRV,Sim,8,Mensal,BoletoEletronico,446.8
3325-FUYCG,Sim,28,Anual,BoletoEletronico,2847.4
5055-MGMGF,Nao,65,Mensal,BoletoEletronico,6914.95
5701-YVSVF,Nao,11,Mensal,BoletoEletronico,880.05
1439-LCGVL,Nao,26,Anual,BoletoImpresso,459.6
9693-XMUOB,Nao,59,Mensal,BoletoEletronico,2997.45
2626-VEEWG,Sim,67,2 anos,CartaoCredito,1284.2
1591-XWLGB,Nao,71,2 anos,CartaoCredito,1379.6
0533-UCAAU,Nao,57,Anual,CartaoCredito,4140.1
7110-BDTWG,Nao,71,2 anos,BoletoEletronico,3263.6
7493-GVFIO,Nao,57,2 anos,CartaoCredito,1252.85
9838-BFCQT,Sim,72,2 anos,BoletoImpresso,1851.45
1746-TGTWV,Nao,1,Mensal,CartaoCredito,75.35
5937-EORGB,Nao,15,Mensal,BoletoEletronico,1392.25
0793-TWELN,Nao,4,Mensal,BoletoEletronico,319.85
6243-OZGFH,Nao,23,Mensal,BoletoEletronico,996.85
4119-ZYPZY,Nao,71,2 anos,BoletoEletronico,7623.2
7925-PNRGI,Sim,45,Mensal,BoletoImpresso,3541.1
5966-EMAZU,Nao,64,Anual,BoletoImpresso,6880.85
9504-DSHWM,Nao,20,Mensal,DebitoAutomatico,1191.2
3814-MLAXC,Nao,31,Mensal,CartaoCredito,2404.15
5150-ITWWB,Nao,3,Mensal,BoletoEletronico,335.75
4092-OFQZS,Nao,20,Anual,BoletoImpresso,417.5
1573-LGXBA,Sim,57,Anual,CartaoCredito,5598
5233-GEEAX,Nao,8,Mensal,BoletoEletronico,221.9
2650-GYRYL,Sim,33,Anual,DebitoAutomatico,600.25
5010-IPEAQ,Sim,67,2 anos,CartaoCredito,3623.95
5494-WOZRZ,Sim,71,2 anos,CartaoCredito,5999.85
3863-QSTYI,Nao,59,Mensal,BoletoEletronico,3735.45
0673-IGUQO,Nao,1,Mensal,BoletoImpresso,20.45
3585-YNADK,Nao,57,Anual,DebitoAutomatico,4368.95
3891-PUQOD,Sim,1,Mensal,BoletoEletronico,59.2
4445-ZJNMU,Nao,9,Mensal,CartaoCredito,918.75
5712-VBOXD,Nao,4,Mensal,CartaoCredito,68.45
7873-CVMAW,Nao,72,2 anos,CartaoCredito,6362.35
1017-FBQMM,Sim,62,Anual,CartaoCredito,6703.5
6918-UMQCG,Nao,5,Mensal,BoletoEletronico,384.25
4391-LNRXK,Nao,22,Mensal,DebitoAutomatico,2142.8
4896-CPRPF,Sim,35,2 anos,DebitoAutomatico,809.25
2187-PKZAY,Nao,12,Mensal,DebitoAutomatico,1043.4
4203-QGNZA,Sim,28,Mensal,BoletoImpresso,535.35
6579-JPICP,Nao,1,Mensal,BoletoImpresso,20.4
7694-VLBWQ,Nao,67,Anual,BoletoEletronico,7040.85
3133-PZNSR,Sim,72,2 anos,CartaoCredito,6991.6
9356-AXGMP,Nao,38,Anual,BoletoEletronico,4428.6
9097-ZUBYC,Nao,14,Mensal,DebitoAutomatico,664.4
0840-DCNZE,Nao,47,Anual,DebitoAutomatico,4138.9
8780-IHCRN,Sim,63,2 anos,CartaoCredito,1574.5
3285-UCQVC,Nao,37,Mensal,CartaoCredito,973.55
1833-VGRUM,Nao,1,Mensal,BoletoEletronico,74.2
7446-SFAOA,Nao,37,Anual,DebitoAutomatico,717.5
0836-SEYLU,Nao,9,Mensal,BoletoImpresso,328.95
1752-OZXFY,Nao,60,Anual,BoletoImpresso,3561.15
5240-CAOYT,Nao,57,Mensal,DebitoAutomatico,4884.85
2887-JPYLU,Sim,41,Mensal,DebitoAutomatico,1841.9
3021-VLNRJ,Sim,50,Anual,CartaoCredito,3478.15
6257-RJOHI,Nao,4,Mensal,BoletoImpresso,202.3
4910-AQFFX,Sim,9,Mensal,DebitoAutomatico,661.25
0396-YCHWO,Nao,36,Mensal,BoletoEletronico,3474.2
5482-PLVPE,Nao,2,Mensal,BoletoEletronico,41.85
1830-GGFNM,Sim,65,2 anos,CartaoCredito,6078.75
7951-VRDVK,Nao,36,Anual,DebitoAutomatico,3003.55
3977-QCRSL,Nao,5,Mensal,BoletoImpresso,117.95
2615-YVMYX,Nao,71,Mensal,BoletoEletronico,7713.55
0323-XWWTN,Sim,3,2 anos,BoletoImpresso,121.25
6974-DAFLI,Nao,55,Anual,BoletoEletronico,1140.05
0224-HJAPT,Nao,5,Mensal,BoletoEletronico,223.15
2386-LAHRK,Nao,1,Mensal,BoletoImpresso,53.5
9541-ZPSEA,Sim,68,2 anos,CartaoCredito,5375.15
1193-RTSLK,Nao,38,Mensal,CartaoCredito,3233.6
3351-NGXYI,Nao,16,Mensal,BoletoEletronico,889
9359-UGBTK,Nao,67,Anual,DebitoAutomatico,4991.5
9788-HNGUT,Nao,72,2 anos,CartaoCredito,8594.4
7855-DIWPO,Nao,21,Mensal,BoletoEletronico,1493.2
5222-JCXZT,Nao,4,Mensal,BoletoImpresso,78.9
0975-VOOVL,Nao,3,Mensal,BoletoImpresso,98.5
4419-UJMUS,Sim,69,2 anos,BoletoEletronico,6856.45
4424-TKOPW,Nao,2,Mensal,BoletoEletronico,196.75
6797-LNAQX,Sim,70,2 anos,DebitoAutomatico,6859.5
6770-XUAGN,Sim,1,Mensal,BoletoEletronico,21
2640-LYMOV,Nao,2,Mensal,BoletoImpresso,38.8
7928-VJYAB,Sim,11,Mensal,BoletoEletronico,1020.2
6821-BUXUX,Nao,13,Mensal,BoletoEletronico,1244.5
8917-SZTTJ,Sim,60,2 anos,CartaoCredito,1161.75
0947-MUGVO,Nao,20,Mensal,BoletoEletronico,1463.5
8727-XDPUD,Nao,37,2 anos,CartaoCredito,1316.9
7305-ZWMAJ,Nao,30,Anual,CartaoCredito,587.1
3413-DHLPB,Sim,60,Mensal,DebitoAutomatico,5969.95
2884-GBPFB,Nao,35,Mensal,BoletoEletronico,2416.55
7480-QNVZJ,Nao,50,Mensal,BoletoEletronico,4816.7
1696-HXOWK,Nao,71,Anual,BoletoImpresso,6856.95
4480-QQRHC,Nao,8,Mensal,DebitoAutomatico,600.15
8461-EFQYM,Nao,38,Anual,BoletoEletronico,914.4
2429-AYKKO,Nao,72,2 anos,DebitoAutomatico,1434.1
4690-PKDQG,Nao,42,Mensal,BoletoEletronico,3930.6
8961-QDZZJ,Sim,57,Anual,BoletoEletronico,5535.8
9330-VOFSZ,Nao,60,2 anos,CartaoCredito,6640.7
0174-QRVVY,Sim,71,2 anos,CartaoCredito,1847.55
8785-EPNCG,Nao,11,Mensal,CartaoCredito,245.2
9115-YQHGA,Nao,40,Mensal,BoletoEletronico,2092.9
9194-GFVOI,Nao,42,2 anos,CartaoCredito,3571.6
6595-COKXZ,Nao,1,Mensal,BoletoImpresso,44.45
3154-CFSZG,Sim,47,Mensal,BoletoEletronico,4137.2
0679-TDGAK,Sim,50,Anual,BoletoEletronico,4025.6
6434-TTGJP,Sim,10,2 anos,CartaoCredito,521
6631-HMANX,Nao,72,2 anos,CartaoCredito,6227.5
0665-XHDJU,Nao,72,2 anos,BoletoEletronico,7285.7
3428-MMGUB,Nao,60,2 anos,BoletoEletronico,5231.2
5570-PTWEH,Nao,3,Mensal,CartaoCredito,216.75
5712-PTIWW,Nao,2,Mensal,BoletoEletronico,152.45
8821-XNHVZ,Sim,1,Mensal,BoletoImpresso,80.05
1173-XZPYF,Nao,11,Mensal,BoletoEletronico,990.3
3545-CNWRG,Sim,49,Mensal,BoletoEletronico,4889.2
4806-DXQCE,Nao,70,2 anos,BoletoEletronico,7714.65
0685-MLYYM,Nao,2,Mensal,BoletoEletronico,154.85
1075-BGWOH,Nao,16,Mensal,BoletoEletronico,1587.55
8443-WVPSS,Nao,10,Mensal,BoletoEletronico,990.9
4114-QMKVN,Sim,56,Anual,DebitoAutomatico,3815.4
2038-LLMLM,Nao,48,Mensal,BoletoEletronico,4946.05
5605-XNWEN,Nao,72,2 anos,DebitoAutomatico,1802.55
0426-TIRNE,Nao,1,Mensal,BoletoImpresso,20.9
0559-CKHUS,Nao,29,2 anos,BoletoImpresso,521.8
0203-HHYIJ,Nao,25,Anual,DebitoAutomatico,676.35
6094-ZIVKX,Nao,68,Anual,CartaoCredito,3674.95
2897-DOVND,Nao,2,Mensal,BoletoEletronico,146.65
8387-MOJJT,Sim,42,Mensal,CartaoCredito,3384
2587-YNLES,Sim,6,2 anos,BoletoImpresso,100.35
6693-FRIRW,Nao,18,Mensal,CartaoCredito,1794.65
5976-JCJRH,Nao,10,Mensal,BoletoEletronico,738.2
6749-UTDVX,Nao,72,2 anos,BoletoEletronico,7634.8
3552-CTCYF,Sim,63,2 anos,DebitoAutomatico,6597.25
0068-FIGTF,Nao,27,Anual,BoletoImpresso,2078.95
5622-UEJFI,Sim,35,2 anos,CartaoCredito,949.8
9524-EGPJC,Nao,18,Mensal,BoletoEletronico,1612.75
5108-ADXWO,Nao,11,Mensal,BoletoEletronico,791.75
9067-SQTNS,Sim,44,Anual,DebitoAutomatico,926
3639-XJHKQ,Sim,19,Mensal,BoletoEletronico,1297.8
8197-BFWVU,Sim,72,2 anos,DebitoAutomatico,6688.95
5843-TTHGI,Nao,18,Mensal,BoletoImpresso,892.7
5651-WYIPH,Nao,18,Mensal,CartaoCredito,865.75
3911-RSNHI,Nao,71,2 anos,CartaoCredito,4310.35
6865-JZNKO,Nao,30,Mensal,DebitoAutomatico,1530.6
3275-RHRNE,Sim,28,Anual,CartaoCredito,1682.05
7627-JKIAZ,Nao,37,Mensal,CartaoCredito,2839.65
4685-TFLLS,Sim,18,Anual,DebitoAutomatico,342.3
2245-ADZFJ,Sim,31,2 anos,DebitoAutomatico,2471.6
4482-FTFFX,Nao,5,Mensal,BoletoEletronico,291.45
5419-JKZNQ,Nao,30,Mensal,BoletoImpresso,2351.45
5915-DGNVC,Nao,49,Anual,BoletoEletronico,3472.05
2957-LOLHO,Nao,12,Mensal,DebitoAutomatico,518.9
2777-PHDEI,Nao,1,Mensal,BoletoEletronico,78.05
9565-DJPIB,Sim,4,Mensal,BoletoImpresso,365.65
4390-KYULV,Nao,3,Mensal,CartaoCredito,51.15
1678-FYZOW,Nao,3,Mensal,BoletoEletronico,244.65
7349-ALMUX,Nao,37,2 anos,DebitoAutomatico,2313.8
9330-DHBFL,Sim,23,Anual,BoletoImpresso,1533.8
6288-LBEAR,Nao,23,Mensal,BoletoImpresso,1783.75
9233-PSYHO,Nao,45,Anual,DebitoAutomatico,4459.8
6072-NUQCB,Sim,22,Anual,DebitoAutomatico,488.25
0447-RXSGD,Nao,24,Mensal,DebitoAutomatico,2404.85
9916-AYHTC,Nao,48,2 anos,CartaoCredito,916
8824-RWFXJ,Sim,3,Mensal,BoletoImpresso,168.15
4884-ZTHVF,Nao,8,Mensal,BoletoEletronico,713.6
8627-EHGIP,Nao,44,Anual,BoletoImpresso,2375.4
1020-JPQOW,Nao,56,Mensal,BoletoEletronico,5116.6
3976-NLDEZ,Nao,1,Mensal,BoletoImpresso,20.6
3162-ZJZFU,Sim,53,Mensal,BoletoEletronico,4779.45
2146-EGVDT,Sim,59,2 anos,CartaoCredito,1192.7
9396-ZSFLL,Nao,15,Mensal,BoletoImpresso,631.4
4908-XAXAY,Nao,49,Anual,DebitoAutomatico,4287.2
2911-UREFD,Nao,39,Mensal,BoletoEletronico,2184.35
9391-DXGGG,Nao,44,Anual,CartaoCredito,3990.75
4918-QLLIW,Nao,3,Mensal,CartaoCredito,188.7
7503-QQRVF,Nao,16,Mensal,CartaoCredito,1178.25
9761-XUJWD,Nao,5,Mensal,DebitoAutomatico,339.9
5816-QVHRX,Nao,37,Mensal,CartaoCredito,3541.4
7054-ENNGU,Nao,9,Mensal,BoletoImpresso,466.6
9385-EHGDO,Sim,35,2 anos,BoletoImpresso,739.35
4285-GYRQC,Nao,7,Mensal,BoletoEletronico,587.1
2955-PSXOE,Nao,1,Mensal,DebitoAutomatico,20.2
7016-BPGEU,Nao,29,Mensal,CartaoCredito,712.85
4531-AUZNK,Sim,51,Anual,BoletoImpresso,5000.05
0556-FJEGU,Nao,58,2 anos,DebitoAutomatico,4048.95
5168-MQQCA,Nao,72,Anual,DebitoAutomatico,8003.8
3694-DELSO,Sim,4,Mensal,CartaoCredito,156.1
1135-HIORI,Sim,64,Anual,BoletoEletronico,7266.95
6952-OMNWB,Nao,68,Mensal,CartaoCredito,5589.3
9544-PYPSJ,Sim,62,Mensal,CartaoCredito,6019.35
7483-IQWIB,Sim,37,Mensal,BoletoEletronico,3415.25
1985-MBRYP,Nao,43,2 anos,DebitoAutomatico,779.25
3227-WLKLI,Sim,65,2 anos,DebitoAutomatico,5963.95
1928-BXYIV,Nao,1,Mensal,BoletoEletronico,61.15
6827-IEAUQ,Sim,27,Anual,BoletoImpresso,1874.45
8755-OGKNA,Sim,57,2 anos,DebitoAutomatico,1167.6
3803-KMQFW,Sim,1,Mensal,BoletoImpresso,20.55
9839-ETQOE,Sim,43,Mensal,BoletoEletronico,1912.85
8099-MZPUJ,Sim,48,2 anos,CartaoCredito,5443.65
5514-YQENT,Sim,41,2 anos,BoletoEletronico,4507.15
8871-JLMHM,Nao,68,2 anos,CartaoCredito,6297.65
9163-GHAYE,Nao,15,Mensal,BoletoEletronico,736.8
3217-FZDMN,Nao,8,Mensal,CartaoCredito,742.95
5480-HPRRX,Nao,3,Mensal,BoletoEletronico,77.75
4918-FYJNT,Nao,55,Mensal,BoletoEletronico,5044.8
7721-DVEKZ,Nao,1,Mensal,BoletoImpresso,19.65
3755-JBMNH,Nao,16,Mensal,DebitoAutomatico,1167.8
4106-HADHQ,Sim,39,Anual,CartaoCredito,3182.95
3045-XETSH,Nao,10,Mensal,BoletoEletronico,953.45
0345-XMMUG,Nao,46,2 anos,CartaoCredito,4854.3
7669-LCRSD,Sim,12,Mensal,BoletoImpresso,628.65
8402-OOOHJ,Nao,41,2 anos,BoletoImpresso,835.15
3571-RFHAR,Nao,65,Mensal,BoletoEletronico,6941.2
4692-NNQRU,Nao,21,Anual,BoletoEletronico,1742.45
5419-CONWX,Nao,4,Mensal,CartaoCredito,442.85
7503-MIOGA,Nao,72,2 anos,DebitoAutomatico,6697.35
5968-HYJRZ,Sim,47,2 anos,BoletoImpresso,1160.45
7654-YWJUF,Nao,43,Anual,DebitoAutomatico,3539.25
6859-QNXIQ,Sim,72,2 anos,DebitoAutomatico,8248.5
3199-NPKCN,Nao,67,Anual,BoletoEletronico,7511.65
0345-HKJVM,Nao,6,Mensal,BoletoEletronico,577.6
7581-EBBOU,Nao,60,Anual,CartaoCredito,4224.7
5996-NRVXR,Nao,40,Anual,CartaoCredito,4116.8
7973-DZRKH,Sim,66,2 anos,CartaoCredito,5930.05
0823-HSCDJ,Nao,52,Mensal,BoletoEletronico,2550.9
8149-RSOUN,Nao,1,Mensal,BoletoEletronico,93.85
5708-EVONK,Sim,58,Mensal,DebitoAutomatico,5435.6
0301-FIDRB,Sim,72,2 anos,DebitoAutomatico,4684.3
3318-OSATS,Nao,35,Mensal,BoletoEletronico,3474.05
1927-QEWMY,Nao,72,2 anos,CartaoCredito,1502.25
9701-CDXHR,Nao,51,Mensal,BoletoImpresso,3649.6
3308-DGHKL,Nao,69,2 anos,DebitoAutomatico,1447.9
6227-FBDXH,Nao,69,Anual,DebitoAutomatico,6841.45
9256-JTBNZ,Nao,11,Mensal,DebitoAutomatico,246.3
5351-QESIO,Sim,1,Mensal,BoletoImpresso,24.2
6496-SLWHQ,Nao,3,Mensal,BoletoEletronico,294.45
2153-MREFK,Nao,37,Anual,BoletoEletronico,3754.6
5167-GBFRE,Nao,4,Mensal,DebitoAutomatico,102.5
6173-GOLSU,Nao,67,Mensal,CartaoCredito,6079
5522-NYKPB,Sim,25,Mensal,BoletoEletronico,2199.05
2990-IAJSV,Nao,72,2 anos,DebitoAutomatico,6632.75
6483-OATDN,Sim,8,Mensal,CartaoCredito,411.6
4572-DVCGN,Nao,10,Mensal,DebitoAutomatico,846
